Year,Industry_aggregation_NZSIOC,Industry_code_NZSIOC,Industry_name_NZSIOC,Units,Variable_code,Variable_name,Variable_category,Value,Industry_code_ANZSIC06
2024,Level 4,AA121,"Sheep, Beef Cattle and Grain Farming",Dollars (millions),H33,Other liabilities,Financial position,18639,ANZSIC06 groups A014 and A015
2024,Level 4,AA121,"Sheep, Beef Cattle and Grain Farming",Dollars,H34,Total income per employee count,Financial ratios,649700,ANZSIC06 groups A014 and A015
2024,Level 4,AA121,"Sheep, Beef Cattle and Grain Farming",Dollars,H35,Surplus per employee count,Financial ratios,29700,ANZSIC06 groups A014 and A015
2024,Level 4,AA121,"Sheep, Beef Cattle and Grain Farming",Percentage,H36,Current ratio,Financial ratios,105,ANZSIC06 groups A014 and A015
2024,Level 4,AA121,"Sheep, Beef Cattle and Grain Farming",Percentage,H37,Quick ratio,Financial ratios,58,ANZSIC06 groups A014 and A015
2024,Level 4,AA121,"Sheep, Beef Cattle and Grain Farming",Percentage,H39,Return on equity,Financial ratios,1,ANZSIC06 groups A014 and A015
2024,Level 4,AA121,"Sheep, Beef Cattle and Grain Farming",Percentage,H40,Return on total assets,Financial ratios,1,ANZSIC06 groups A014 and A015
2024,Level 4,AA121,"Sheep, Beef Cattle and Grain Farming",Percentage,H41,Liabilities structure,Financial ratios,55,ANZSIC06 groups A014 and A015
2024,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H01,Total income,Financial performance,17804,ANZSIC06 group A016
2024,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H04,"Sales, government funding, grants and subsidies",Financial performance,16796,ANZSIC06 group A016
2024,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,511,ANZSIC06 group A016
2024,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H07,Non-operating income,Financial performance,497,ANZSIC06 group A016
2024,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H08,Total expenditure,Financial performance,15460,ANZSIC06 group A016
2024,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H09,Interest and donations,Financial performance,2279,ANZSIC06 group A016
2024,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H10,Indirect taxes,Financial performance,198,ANZSIC06 group A016
2024,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H11,Depreciation,Financial performance,735,ANZSIC06 group A016
2024,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H12,Salaries and wages paid,Financial performance,1970,ANZSIC06 group A016
2024,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H13,Redundancy and severance,Financial performance,0,ANZSIC06 group A016
2024,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,10189,ANZSIC06 group A016
2024,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H20,Non-operating expenses,Financial performance,89,ANZSIC06 group A016
2024,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H21,Opening stocks,Financial performance,6226,ANZSIC06 group A016
2024,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H22,Closing stocks,Financial performance,6165,ANZSIC06 group A016
2024,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H23,Surplus before income tax,Financial performance,2283,ANZSIC06 group A016
2024,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H24,Total assets,Financial position,72229,ANZSIC06 group A016
2024,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H25,Current assets,Financial position,13130,ANZSIC06 group A016
2024,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H26,Fixed tangible assets,Financial position,48136,ANZSIC06 group A016
2024,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H29,Other assets,Financial position,10962,ANZSIC06 group A016
2024,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H30,Total equity and liabilities,Financial position,72229,ANZSIC06 group A016
2024,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,28515,ANZSIC06 group A016
2024,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H32,Current liabilities,Financial position,12780,ANZSIC06 group A016
2024,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H33,Other liabilities,Financial position,30934,ANZSIC06 group A016
2024,Level 3,AA13,Dairy Cattle Farming,Dollars,H34,Total income per employee count,Financial ratios,737600,ANZSIC06 group A016
2024,Level 3,AA13,Dairy Cattle Farming,Dollars,H35,Surplus per employee count,Financial ratios,94600,ANZSIC06 group A016
2024,Level 3,AA13,Dairy Cattle Farming,Percentage,H36,Current ratio,Financial ratios,103,ANZSIC06 group A016
2024,Level 3,AA13,Dairy Cattle Farming,Percentage,H37,Quick ratio,Financial ratios,54,ANZSIC06 group A016
2024,Level 3,AA13,Dairy Cattle Farming,Percentage,H39,Return on equity,Financial ratios,8,ANZSIC06 group A016
2024,Level 3,AA13,Dairy Cattle Farming,Percentage,H40,Return on total assets,Financial ratios,3,ANZSIC06 group A016
2024,Level 3,AA13,Dairy Cattle Farming,Percentage,H41,Liabilities structure,Financial ratios,39,ANZSIC06 group A016
2024,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H01,Total income,Financial performance,17804,ANZSIC06 group A016
2024,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H04,"Sales, government funding, grants and subsidies",Financial performance,16796,ANZSIC06 group A016
2024,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,511,ANZSIC06 group A016
2024,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H07,Non-operating income,Financial performance,497,ANZSIC06 group A016
2024,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H08,Total expenditure,Financial performance,15460,ANZSIC06 group A016
2024,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H09,Interest and donations,Financial performance,2279,ANZSIC06 group A016
2024,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H10,Indirect taxes,Financial performance,198,ANZSIC06 group A016
2024,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H11,Depreciation,Financial performance,735,ANZSIC06 group A016
2024,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H12,Salaries and wages paid,Financial performance,1970,ANZSIC06 group A016
2024,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H13,Redundancy and severance,Financial performance,0,ANZSIC06 group A016
2024,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,10189,ANZSIC06 group A016
2024,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H20,Non-operating expenses,Financial performance,89,ANZSIC06 group A016
2024,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H21,Opening stocks,Financial performance,6226,ANZSIC06 group A016
2024,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H22,Closing stocks,Financial performance,6165,ANZSIC06 group A016
2024,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H23,Surplus before income tax,Financial performance,2283,ANZSIC06 group A016
2024,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H24,Total assets,Financial position,72229,ANZSIC06 group A016
2024,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H25,Current assets,Financial position,13130,ANZSIC06 group A016
2024,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H26,Fixed tangible assets,Financial position,48136,ANZSIC06 group A016
2024,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H29,Other assets,Financial position,10962,ANZSIC06 group A016
2024,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H30,Total equity and liabilities,Financial position,72229,ANZSIC06 group A016
2024,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,28515,ANZSIC06 group A016
2024,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H32,Current liabilities,Financial position,12780,ANZSIC06 group A016
2024,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H33,Other liabilities,Financial position,30934,ANZSIC06 group A016
2024,Level 4,AA131,Dairy Cattle Farming,Dollars,H34,Total income per employee count,Financial ratios,737600,ANZSIC06 group A016
2024,Level 4,AA131,Dairy Cattle Farming,Dollars,H35,Surplus per employee count,Financial ratios,94600,ANZSIC06 group A016
2024,Level 4,AA131,Dairy Cattle Farming,Percentage,H36,Current ratio,Financial ratios,103,ANZSIC06 group A016
2024,Level 4,AA131,Dairy Cattle Farming,Percentage,H37,Quick ratio,Financial ratios,54,ANZSIC06 group A016
2024,Level 4,AA131,Dairy Cattle Farming,Percentage,H39,Return on equity,Financial ratios,8,ANZSIC06 group A016
2024,Level 4,AA131,Dairy Cattle Farming,Percentage,H40,Return on total assets,Financial ratios,3,ANZSIC06 group A016
2024,Level 4,AA131,Dairy Cattle Farming,Percentage,H41,Liabilities structure,Financial ratios,39,ANZSIC06 group A016
2024,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H01,Total income,Financial performance,2653,"ANZSIC06 groups A017, A018, and A019"
2024,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H04,"Sales, government funding, grants and subsidies",Financial performance,2556,"ANZSIC06 groups A017, A018, and A019"
2024,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H05,"Interest, dividends and donations",Financial performance,61,"ANZSIC06 groups A017, A018, and A019"
2024,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H07,Non-operating income,Financial performance,35,"ANZSIC06 groups A017, A018, and A019"
2024,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H08,Total expenditure,Financial performance,2439,"ANZSIC06 groups A017, A018, and A019"
2024,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H09,Interest and donations,Financial performance,168,"ANZSIC06 groups A017, A018, and A019"
2024,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H10,Indirect taxes,Financial performance,18,"ANZSIC06 groups A017, A018, and A019"
2024,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H11,Depreciation,Financial performance,130,"ANZSIC06 groups A017, A018, and A019"
2024,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H12,Salaries and wages paid,Financial performance,327,"ANZSIC06 groups A017, A018, and A019"
2024,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H13,Redundancy and severance,Financial performance,0,"ANZSIC06 groups A017, A018, and A019"
2024,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H19,Purchases and other operating expenses,Financial performance,1786,"ANZSIC06 groups A017, A018, and A019"
2024,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H20,Non-operating expenses,Financial performance,11,"ANZSIC06 groups A017, A018, and A019"
2024,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H21,Opening stocks,Financial performance,666,"ANZSIC06 groups A017, A018, and A019"
2024,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H22,Closing stocks,Financial performance,671,"ANZSIC06 groups A017, A018, and A019"
2024,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H23,Surplus before income tax,Financial performance,219,"ANZSIC06 groups A017, A018, and A019"
2024,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H24,Total assets,Financial position,8466,"ANZSIC06 groups A017, A018, and A019"
2024,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H25,Current assets,Financial position,2126,"ANZSIC06 groups A017, A018, and A019"
2024,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H26,Fixed tangible assets,Financial position,4805,"ANZSIC06 groups A017, A018, and A019"
2024,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H29,Other assets,Financial position,1535,"ANZSIC06 groups A017, A018, and A019"
2024,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H30,Total equity and liabilities,Financial position,8466,"ANZSIC06 groups A017, A018, and A019"
2024,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H31,Shareholders funds or owners equity,Financial position,3274,"ANZSIC06 groups A017, A018, and A019"
2024,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H32,Current liabilities,Financial position,2298,"ANZSIC06 groups A017, A018, and A019"
2024,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H33,Other liabilities,Financial position,2893,"ANZSIC06 groups A017, A018, and A019"
2024,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars,H34,Total income per employee count,Financial ratios,468800,"ANZSIC06 groups A017, A018, and A019"
2024,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars,H35,Surplus per employee count,Financial ratios,38600,"ANZSIC06 groups A017, A018, and A019"
2024,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Percentage,H36,Current ratio,Financial ratios,93,"ANZSIC06 groups A017, A018, and A019"
2024,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Percentage,H37,Quick ratio,Financial ratios,63,"ANZSIC06 groups A017, A018, and A019"
2024,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Percentage,H39,Return on equity,Financial ratios,7,"ANZSIC06 groups A017, A018, and A019"
2024,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Percentage,H40,Return on total assets,Financial ratios,3,"ANZSIC06 groups A017, A018, and A019"
2024,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Percentage,H41,Liabilities structure,Financial ratios,39,"ANZSIC06 groups A017, A018, and A019"
2024,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H01,Total income,Financial performance,2653,"ANZSIC06 groups A017, A018, and A019"
2024,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H04,"Sales, government funding, grants and subsidies",Financial performance,2556,"ANZSIC06 groups A017, A018, and A019"
2024,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H05,"Interest, dividends and donations",Financial performance,61,"ANZSIC06 groups A017, A018, and A019"
2024,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H07,Non-operating income,Financial performance,35,"ANZSIC06 groups A017, A018, and A019"
2024,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H08,Total expenditure,Financial performance,2439,"ANZSIC06 groups A017, A018, and A019"
2024,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H09,Interest and donations,Financial performance,168,"ANZSIC06 groups A017, A018, and A019"
2024,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H10,Indirect taxes,Financial performance,18,"ANZSIC06 groups A017, A018, and A019"
2024,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H11,Depreciation,Financial performance,130,"ANZSIC06 groups A017, A018, and A019"
2024,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H12,Salaries and wages paid,Financial performance,327,"ANZSIC06 groups A017, A018, and A019"
2024,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H13,Redundancy and severance,Financial performance,0,"ANZSIC06 groups A017, A018, and A019"
2024,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H19,Purchases and other operating expenses,Financial performance,1786,"ANZSIC06 groups A017, A018, and A019"
2024,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H20,Non-operating expenses,Financial performance,11,"ANZSIC06 groups A017, A018, and A019"
2024,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H21,Opening stocks,Financial performance,666,"ANZSIC06 groups A017, A018, and A019"
2024,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H22,Closing stocks,Financial performance,671,"ANZSIC06 groups A017, A018, and A019"
2024,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H23,Surplus before income tax,Financial performance,219,"ANZSIC06 groups A017, A018, and A019"
2024,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H24,Total assets,Financial position,8466,"ANZSIC06 groups A017, A018, and A019"
2024,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H25,Current assets,Financial position,2126,"ANZSIC06 groups A017, A018, and A019"
2024,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H26,Fixed tangible assets,Financial position,4805,"ANZSIC06 groups A017, A018, and A019"
2024,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H29,Other assets,Financial position,1535,"ANZSIC06 groups A017, A018, and A019"
2024,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H30,Total equity and liabilities,Financial position,8466,"ANZSIC06 groups A017, A018, and A019"
2024,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H31,Shareholders funds or owners equity,Financial position,3274,"ANZSIC06 groups A017, A018, and A019"
2024,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H32,Current liabilities,Financial position,2298,"ANZSIC06 groups A017, A018, and A019"
2024,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H33,Other liabilities,Financial position,2893,"ANZSIC06 groups A017, A018, and A019"
2024,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars,H34,Total income per employee count,Financial ratios,468800,"ANZSIC06 groups A017, A018, and A019"
2024,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars,H35,Surplus per employee count,Financial ratios,38600,"ANZSIC06 groups A017, A018, and A019"
2024,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Percentage,H36,Current ratio,Financial ratios,93,"ANZSIC06 groups A017, A018, and A019"
2024,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Percentage,H37,Quick ratio,Financial ratios,63,"ANZSIC06 groups A017, A018, and A019"
2024,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Percentage,H39,Return on equity,Financial ratios,7,"ANZSIC06 groups A017, A018, and A019"
2024,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Percentage,H40,Return on total assets,Financial ratios,3,"ANZSIC06 groups A017, A018, and A019"
2024,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Percentage,H41,Liabilities structure,Financial ratios,39,"ANZSIC06 groups A017, A018, and A019"
2024,Level 3,AA21,Forestry and Logging,Dollars (millions),H01,Total income,Financial performance,7525,ANZSIC06 group A030
2024,Level 3,AA21,Forestry and Logging,Dollars (millions),H04,Sales of goods and services,Financial performance,5697,ANZSIC06 group A030
2024,Level 3,AA21,Forestry and Logging,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,199,ANZSIC06 group A030
2024,Level 3,AA21,Forestry and Logging,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,2,ANZSIC06 group A030
2024,Level 3,AA21,Forestry and Logging,Dollars (millions),H07,Non-operating income,Financial performance,1627,ANZSIC06 group A030
2024,Level 3,AA21,Forestry and Logging,Dollars (millions),H08,Total expenditure,Financial performance,6301,ANZSIC06 group A030
2024,Level 3,AA21,Forestry and Logging,Dollars (millions),H09,Interest and donations,Financial performance,413,ANZSIC06 group A030
2024,Level 3,AA21,Forestry and Logging,Dollars (millions),H10,Indirect taxes,Financial performance,29,ANZSIC06 group A030
2024,Level 3,AA21,Forestry and Logging,Dollars (millions),H11,Depreciation,Financial performance,336,ANZSIC06 group A030
2024,Level 3,AA21,Forestry and Logging,Dollars (millions),H12,Salaries and wages paid,Financial performance,457,ANZSIC06 group A030
2024,Level 3,AA21,Forestry and Logging,Dollars (millions),H13,Redundancy and severance,Financial performance,0,ANZSIC06 group A030
2024,Level 3,AA21,Forestry and Logging,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,4357,ANZSIC06 group A030
2024,Level 3,AA21,Forestry and Logging,Dollars (millions),H20,Non-operating expenses,Financial performance,708,ANZSIC06 group A030
2024,Level 3,AA21,Forestry and Logging,Dollars (millions),H21,Opening stocks,Financial performance,214,ANZSIC06 group A030
2024,Level 3,AA21,Forestry and Logging,Dollars (millions),H22,Closing stocks,Financial performance,195,ANZSIC06 group A030
2024,Level 3,AA21,Forestry and Logging,Dollars (millions),H23,Surplus before income tax,Financial performance,1206,ANZSIC06 group A030
2024,Level 3,AA21,Forestry and Logging,Dollars (millions),H24,Total assets,Financial position,35857,ANZSIC06 group A030
2024,Level 3,AA21,Forestry and Logging,Dollars (millions),H25,Current assets,Financial position,2709,ANZSIC06 group A030
2024,Level 3,AA21,Forestry and Logging,Dollars (millions),H26,Fixed tangible assets,Financial position,7160,ANZSIC06 group A030
2024,Level 3,AA21,Forestry and Logging,Dollars (millions),H29,Other assets,Financial position,25988,ANZSIC06 group A030
2024,Level 3,AA21,Forestry and Logging,Dollars (millions),H30,Total equity and liabilities,Financial position,35857,ANZSIC06 group A030
2024,Level 3,AA21,Forestry and Logging,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,21350,ANZSIC06 group A030
2024,Level 3,AA21,Forestry and Logging,Dollars (millions),H32,Current liabilities,Financial position,3888,ANZSIC06 group A030
2024,Level 3,AA21,Forestry and Logging,Dollars (millions),H33,Other liabilities,Financial position,10618,ANZSIC06 group A030
2024,Level 3,AA21,Forestry and Logging,Dollars,H34,Total income per employee count,Financial ratios,1443500,ANZSIC06 group A030
2024,Level 3,AA21,Forestry and Logging,Dollars,H35,Surplus per employee count,Financial ratios,231300,ANZSIC06 group A030
2024,Level 3,AA21,Forestry and Logging,Percentage,H36,Current ratio,Financial ratios,70,ANZSIC06 group A030
2024,Level 3,AA21,Forestry and Logging,Percentage,H37,Quick ratio,Financial ratios,65,ANZSIC06 group A030
2024,Level 3,AA21,Forestry and Logging,Percentage,H39,Return on equity,Financial ratios,6,ANZSIC06 group A030
2024,Level 3,AA21,Forestry and Logging,Percentage,H40,Return on total assets,Financial ratios,3,ANZSIC06 group A030
2024,Level 3,AA21,Forestry and Logging,Percentage,H41,Liabilities structure,Financial ratios,60,ANZSIC06 group A030
2024,Level 4,AA211,Forestry and Logging,Dollars (millions),H01,Total income,Financial performance,7525,ANZSIC06 group A030
2024,Level 4,AA211,Forestry and Logging,Dollars (millions),H04,Sales of goods and services,Financial performance,5697,ANZSIC06 group A030
2024,Level 4,AA211,Forestry and Logging,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,199,ANZSIC06 group A030
2024,Level 4,AA211,Forestry and Logging,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,2,ANZSIC06 group A030
2024,Level 4,AA211,Forestry and Logging,Dollars (millions),H07,Non-operating income,Financial performance,1627,ANZSIC06 group A030
2024,Level 4,AA211,Forestry and Logging,Dollars (millions),H08,Total expenditure,Financial performance,6301,ANZSIC06 group A030
2024,Level 4,AA211,Forestry and Logging,Dollars (millions),H09,Interest and donations,Financial performance,413,ANZSIC06 group A030
2024,Level 4,AA211,Forestry and Logging,Dollars (millions),H10,Indirect taxes,Financial performance,29,ANZSIC06 group A030
2024,Level 4,AA211,Forestry and Logging,Dollars (millions),H11,Depreciation,Financial performance,336,ANZSIC06 group A030
2024,Level 4,AA211,Forestry and Logging,Dollars (millions),H12,Salaries and wages paid,Financial performance,457,ANZSIC06 group A030
2024,Level 4,AA211,Forestry and Logging,Dollars (millions),H13,Redundancy and severance,Financial performance,0,ANZSIC06 group A030
2024,Level 4,AA211,Forestry and Logging,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,4357,ANZSIC06 group A030
2024,Level 4,AA211,Forestry and Logging,Dollars (millions),H20,Non-operating expenses,Financial performance,708,ANZSIC06 group A030
2024,Level 4,AA211,Forestry and Logging,Dollars (millions),H21,Opening stocks,Financial performance,214,ANZSIC06 group A030
2024,Level 4,AA211,Forestry and Logging,Dollars (millions),H22,Closing stocks,Financial performance,195,ANZSIC06 group A030
2024,Level 4,AA211,Forestry and Logging,Dollars (millions),H23,Surplus before income tax,Financial performance,1206,ANZSIC06 group A030
2024,Level 4,AA211,Forestry and Logging,Dollars (millions),H24,Total assets,Financial position,35857,ANZSIC06 group A030
2024,Level 4,AA211,Forestry and Logging,Dollars (millions),H25,Current assets,Financial position,2709,ANZSIC06 group A030
2024,Level 4,AA211,Forestry and Logging,Dollars (millions),H26,Fixed tangible assets,Financial position,7160,ANZSIC06 group A030
2024,Level 4,AA211,Forestry and Logging,Dollars (millions),H29,Other assets,Financial position,25988,ANZSIC06 group A030
2024,Level 4,AA211,Forestry and Logging,Dollars (millions),H30,Total equity and liabilities,Financial position,35857,ANZSIC06 group A030
2024,Level 4,AA211,Forestry and Logging,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,21350,ANZSIC06 group A030
2024,Level 4,AA211,Forestry and Logging,Dollars (millions),H32,Current liabilities,Financial position,3888,ANZSIC06 group A030
2024,Level 4,AA211,Forestry and Logging,Dollars (millions),H33,Other liabilities,Financial position,10618,ANZSIC06 group A030
2024,Level 4,AA211,Forestry and Logging,Dollars,H34,Total income per employee count,Financial ratios,1443500,ANZSIC06 group A030
2024,Level 4,AA211,Forestry and Logging,Dollars,H35,Surplus per employee count,Financial ratios,231300,ANZSIC06 group A030
2024,Level 4,AA211,Forestry and Logging,Percentage,H36,Current ratio,Financial ratios,70,ANZSIC06 group A030
2024,Level 4,AA211,Forestry and Logging,Percentage,H37,Quick ratio,Financial ratios,65,ANZSIC06 group A030
2024,Level 4,AA211,Forestry and Logging,Percentage,H39,Return on equity,Financial ratios,6,ANZSIC06 group A030
2024,Level 4,AA211,Forestry and Logging,Percentage,H40,Return on total assets,Financial ratios,3,ANZSIC06 group A030
2024,Level 4,AA211,Forestry and Logging,Percentage,H41,Liabilities structure,Financial ratios,60,ANZSIC06 group A030
2024,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H01,Total income,Financial performance,1802,ANZSIC06 groups A020 and A041
2024,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H04,"Sales, government funding, grants and subsidies",Financial performance,1727,ANZSIC06 groups A020 and A041
2024,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,63,ANZSIC06 groups A020 and A041
2024,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H07,Non-operating income,Financial performance,13,ANZSIC06 groups A020 and A041
2024,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H08,Total expenditure,Financial performance,1588,ANZSIC06 groups A020 and A041
2024,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H09,Interest and donations,Financial performance,43,ANZSIC06 groups A020 and A041
2024,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H10,Indirect taxes,Financial performance,19,ANZSIC06 groups A020 and A041
2024,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H11,Depreciation,Financial performance,81,ANZSIC06 groups A020 and A041
2024,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H12,Salaries and wages paid,Financial performance,286,ANZSIC06 groups A020 and A041
2024,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H13,Redundancy and severance,Financial performance,0,ANZSIC06 groups A020 and A041
2024,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,1148,ANZSIC06 groups A020 and A041
2024,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H20,Non-operating expenses,Financial performance,10,ANZSIC06 groups A020 and A041
2024,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H21,Opening stocks,Financial performance,229,ANZSIC06 groups A020 and A041
2024,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H22,Closing stocks,Financial performance,217,ANZSIC06 groups A020 and A041
